,frequence,amplitude
1347,AMG-510对KRAS突变的非小细胞肺癌的控制率有多高？,http://ask.globecancer.com/q-2100.html
1348,有AMG-510同类药物或者仿制药物吗？,http://ask.globecancer.com/q-2099.html
1349,AMG-510都有什么不良反应？,http://ask.globecancer.com/q-2098.html
1350,国内患者怎样报名参加AMG-510的临床试验？,http://ask.globecancer.com/q-2097.html
1351,国内AMG-510临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-2096.html
1352,国内有免费的AMG-510临床试验可以参加吗？,http://ask.globecancer.com/q-2095.html
1353,如果KRAS突变检测没有突变怎么办？能盲试吗？,http://ask.globecancer.com/q-2094.html
1354,哪个公司检测KRAS突变更准确？,http://ask.globecancer.com/q-2093.html
1355,使用AMG-510需要做哪些检测？,http://ask.globecancer.com/q-2092.html
1356,AMG-510是针对哪种基因突变的？,http://ask.globecancer.com/q-2091.html
1357,AMG-510在中国上市了吗？在哪里可以买到？,http://ask.globecancer.com/q-2090.html
1358,AMG-510有国产药吗？,http://ask.globecancer.com/q-2089.html
1359,AMG-510多少钱？是否可以社保报销？,http://ask.globecancer.com/q-2088.html
1360,早期和晚期癌症都能使用AMG-510吗？,http://ask.globecancer.com/q-2087.html
1361,国内有免费的RX-108临床试验可以参加吗？,http://ask.globecancer.com/q-1999.html
1362,使用RX-108需要做哪些检测？,http://ask.globecancer.com/q-1998.html
1363,国内有免费的RX-108临床试验可以参加吗？,http://ask.globecancer.com/q-1999.html
1364,使用RX-108需要做哪些检测？,http://ask.globecancer.com/q-1998.html
1365,肺癌患者不能手术了该如何治疗,http://ask.globecancer.com/article-15486.html
1366,AB-106能治疗哪些癌症？,http://ask.globecancer.com/q-1941.html
1367,AB011注射液能治疗哪些癌症？,http://ask.globecancer.com/q-1932.html
1368,如果我对派姆单抗耐药了，该怎么办,http://ask.globecancer.com/q-1534.html
1369,派姆单抗要如何用药,http://ask.globecancer.com/q-1533.html
1370,纳武单抗有赠药方案吗,http://ask.globecancer.com/q-1532.html
1371,纳武单抗在国内上市了吗?进入医保了吗?,http://ask.globecancer.com/q-1531.html
1372,纳武单抗的价格如何,http://ask.globecancer.com/q-1530.html
1373,如果我对纳武单抗耐药了，该怎么办,http://ask.globecancer.com/q-1529.html
1374,纳武单抗要如何用药,http://ask.globecancer.com/q-1528.html
1375,帕博利珠单抗(K药)的副作用有哪些,http://ask.globecancer.com/q-1527.html
1376,纳武利尤单(O药)抗副作用有哪些,http://ask.globecancer.com/q-1526.html
1377,派姆单抗适合哪些胃癌患者?可以作为几线药物使用,http://ask.globecancer.com/q-1525.html
1378,胃腺癌可以用pd1治疗吗？效果好吗,http://ask.globecancer.com/q-576.html
1379,胃腺癌可以用质子治疗吗？,http://ask.globecancer.com/q-575.html
1380,胃腺癌可以用免疫细胞治疗吗？效果如何？,http://ask.globecancer.com/q-574.html
1381,北京最好的胃癌内科专家都有谁？,http://ask.globecancer.com/q-583.html
1382,国内胃癌治疗最好的医院排名,http://ask.globecancer.com/q-582.html
1383,日本胃癌专家有熟悉的吗？,http://ask.globecancer.com/q-581.html
1384,想请美国胃癌专家给家人会诊一下，美国哪个医院治疗胃癌水平最好？,http://ask.globecancer.com/q-580.html
1385,当地医生说妈妈需要放疗，请教哪个医院放疗技术最好,http://ask.globecancer.com/q-579.html
1386,请教国内治疗胃癌最好的内科专家和医院,http://ask.globecancer.com/q-578.html
1387,国内胃癌手术最好的医院和专家求推荐,http://ask.globecancer.com/q-577.html
1388,胃癌复发，淋巴结上又出现两个病灶怎么办,http://ask.globecancer.com/q-850.html
1389,家人胃癌晚期化疗半年后复发了，求下一步治疗方案,http://ask.globecancer.com/q-848.html
1390,胃癌复发怎么办,http://ask.globecancer.com/q-846.html
1391,胃癌复发转移概率有多大,http://ask.globecancer.com/q-845.html
1392,胃癌经常转移的器官是哪些,http://ask.globecancer.com/q-844.html
1393,怎样预防胃癌复发转移呢,http://ask.globecancer.com/q-843.html
1394,请教日本医院对胃癌复发转移有办法吗,http://ask.globecancer.com/q-842.html
1395,靶向治疗耐药后该怎么办？,http://ask.globecancer.com/q-1473.html
1396,爸爸化疗一个周期了，医生说效果不好，求助专家,http://ask.globecancer.com/q-1273.html
1397,胃癌化疗有没有用啊，网上很多人说化疗会让患者病情恶化更快,http://ask.globecancer.com/q-1272.html
1398,盘点2019| 沈琳：2019年度胃癌治疗盘点：且进步且思考且挑战,http://ask.globecancer.com/article-15484.html
1399,曲妥珠单抗可以作为几线药物使用？,http://ask.globecancer.com/q-1491.html
1400,曲妥珠单抗在国内上市了吗？进入医保了吗？,http://ask.globecancer.com/q-1490.html
1401,曲妥珠单抗适合什么胃癌患者？,http://ask.globecancer.com/q-590.html
1402,曲妥珠单抗需要检测什么基因？,http://ask.globecancer.com/q-589.html
1403,曲妥珠单抗怎么服用？,http://ask.globecancer.com/q-588.html
1404,曲妥珠单抗耐药怎么办？,http://ask.globecancer.com/q-587.html
1405,曲妥珠单抗要吃多久呢？,http://ask.globecancer.com/q-586.html
1406,曲妥珠单抗有什么副作用？,http://ask.globecancer.com/q-585.html
1407,曲妥珠单抗治疗胃癌效果如何？,http://ask.globecancer.com/q-584.html
1408,纳武利尤单(O药)抗副作用有哪些,http://ask.globecancer.com/q-1526.html
1409,opdivo适合什么胃癌患者？,http://ask.globecancer.com/q-592.html
1410,Opdivo治疗胃癌效果如何？,http://ask.globecancer.com/q-591.html
1411,keytruda适合什么胃癌患者？,http://ask.globecancer.com/q-597.html
1412,Keytruda治疗胃癌怎么服用？,http://ask.globecancer.com/q-596.html
1413,Keytruda治疗胃癌耐药怎么办？,http://ask.globecancer.com/q-595.html
1414,Keytruda治疗胃癌有什么副作用？,http://ask.globecancer.com/q-594.html
1415,keytruda治疗胃癌效果如何？,http://ask.globecancer.com/q-593.html
1416,靶向治疗期间要做什么检查？,http://ask.globecancer.com/q-1485.html
1417,靶向治疗药要吃多久、什么时候可以停药？,http://ask.globecancer.com/q-1484.html
1418,雷莫芦单抗的不良反应有哪些？,http://ask.globecancer.com/q-1483.html
1419,雷莫芦单抗可以与什么药物联用？效果会有什么提升？,http://ask.globecancer.com/q-1482.html
1420,雷莫芦单抗可以作为几线药物使用？,http://ask.globecancer.com/q-1481.html
1421,雷莫芦单抗在国内上市了吗？进入医保了吗？,http://ask.globecancer.com/q-1480.html
1422,阿帕替尼和雷莫芦单抗的区别是什么？,http://ask.globecancer.com/q-1479.html
1423,拉罗替尼治疗胃癌效果如何？,http://ask.globecancer.com/q-608.html
1424,雷莫卢单抗适合什么胃癌患者？,http://ask.globecancer.com/q-603.html
1425,雷莫卢单抗需要检测什么基因？,http://ask.globecancer.com/q-602.html
1426,雷莫卢单抗治疗胃癌耐药怎么办？,http://ask.globecancer.com/q-601.html
1427,雷莫卢单抗要吃多久呢？,http://ask.globecancer.com/q-600.html
1428,雷莫卢单抗治疗胃癌有什么副作用？,http://ask.globecancer.com/q-599.html
1429,雷莫卢单抗治疗胃癌效果如何？,http://ask.globecancer.com/q-598.html
1430,阿帕替尼和雷莫芦单抗的区别是什么？,http://ask.globecancer.com/q-1479.html
1431,阿帕替尼的不良反应有哪些？,http://ask.globecancer.com/q-1478.html
1432,阿帕替尼可以与什么药物联用？效果会有什么提升？,http://ask.globecancer.com/q-1477.html
1433,阿帕替尼可以作为几线药物使用？,http://ask.globecancer.com/q-1476.html
1434,阿帕替尼在国内上市了吗？进入医保了吗？,http://ask.globecancer.com/q-1475.html
1435,阿帕替尼耐药怎么办？,http://ask.globecancer.com/q-607.html
1436,阿帕替尼要吃多久呢？,http://ask.globecancer.com/q-606.html
1437,阿帕替尼治疗胃癌有什么副作用？,http://ask.globecancer.com/q-605.html
1438,阿帕替尼治疗胃癌效果如何？,http://ask.globecancer.com/q-604.html
1439,如果我没有检测出HER2靶点，可以使用什么靶向药物？,http://ask.globecancer.com/q-1474.html
1440,长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布！,http://ask.globecancer.com/article-15650.html
1441,长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布！拉罗替尼效果/NTRK靶点,http://ask.globecancer.com/article-15664.html
1442,长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布/拉罗替尼最新效果数据,http://ask.globecancer.com/article-15648.html
1443,进行免疫检查点抑制剂治疗前需要做什么检测？,http://ask.globecancer.com/q-1514.html
1444,目前FDA批准用于治疗胃癌的免疫检查点抑制剂药物有哪些？,http://ask.globecancer.com/q-1513.html
1445,可以应用于免疫检查点抑制剂的靶点有哪些？,http://ask.globecancer.com/q-1512.html
1446,免疫检查点抑制剂是怎样在抗肿瘤的过程中发挥作用的？,http://ask.globecancer.com/q-1511.html
1447,什么时候用免疫治疗最好？,http://ask.globecancer.com/q-1510.html
1448,"使用PD-1抑制剂治疗时，

发生严重不良发应该如何处理？",http://ask.globecancer.com/q-1509.html
1449,使用PD-1抑制剂治疗胃癌有哪些不良反应？,http://ask.globecancer.com/q-1508.html
1450,"胃癌PD-1抑制剂治疗目前作为几线治疗方案？

适合哪些患者？",http://ask.globecancer.com/q-1507.html
1451,目前已经获批用于治疗胃癌的PD-1抑制剂有哪些？,http://ask.globecancer.com/q-1506.html
1452,进行基因检测需要的标本有什么要求？,http://ask.globecancer.com/q-1472.html
1453,家人胃癌，两年前手术做的基因检测，现在需要重新做一次吗？,http://ask.globecancer.com/q-1261.html
1454,胃癌患者抽血做基因检测准确吗？,http://ask.globecancer.com/q-1260.html
1455,美国最好的胃癌基因检测是哪家,http://ask.globecancer.com/q-1259.html
1456,家人胃癌基因检测是阴性，有可能检测错误吗,http://ask.globecancer.com/q-1258.html
1457,国内最好的胃癌基因检测机构求推荐,http://ask.globecancer.com/q-1257.html
1458,胃癌全基因检测是不是检测靶点越多越好,http://ask.globecancer.com/q-1256.html
1459,胃癌患者需要做全基因检测吗,http://ask.globecancer.com/q-1255.html
1460,胃癌基因检测一般需要多少钱,http://ask.globecancer.com/q-1254.html
1461,美国批准免疫细胞治疗胃癌了吗？,http://ask.globecancer.com/q-1271.html
1462,自体免疫细胞治疗胃癌的原理是什么啊？,http://ask.globecancer.com/q-1270.html
1463,胃癌患者免疫细胞到底可以用吗？有用过的病友吗？,http://ask.globecancer.com/q-1269.html
1464,胃癌患者免疫细胞为什么不杀死癌细胞呢,http://ask.globecancer.com/q-1268.html
1465,NK细胞治疗胃癌是用自体细胞还是异体细胞好？,http://ask.globecancer.com/q-1267.html
1466,医生说可以用免疫细胞配合化疗治疗胃癌，有用吗,http://ask.globecancer.com/q-1266.html
1467,胃癌免疫细胞治疗的有效率高吗？,http://ask.globecancer.com/q-1265.html
1468,网上查了免疫细胞治疗有nk细胞，dc细胞，t细胞，哪个对胃癌更好一些？,http://ask.globecancer.com/q-1264.html
1469,免疫细胞治疗胃癌对患者有副作用吗,http://ask.globecancer.com/q-1263.html
1470,家人胃癌晚期，病友推荐做免疫细胞治疗，靠谱吗,http://ask.globecancer.com/q-1262.html
1471,每月要上万元的抗癌药，免疫治疗药物（PD-1）到底获益有多大？,http://ask.globecancer.com/article-15464.html
1472,攻破实体瘤不是梦！中国CAR-T疗法临床招募实体肿瘤啦！,http://ask.globecancer.com/article-15613.html
1473,家人出现大量腹水，很难受，有什么好办法吗,http://ask.globecancer.com/q-841.html
1474,癌症为什么会复发？癌症复发以后怎么办？,http://ask.globecancer.com/article-15491.html
1475,胃癌腹膜转移还能手术吗,http://ask.globecancer.com/q-839.html
1476,胃癌最容易转移到哪里？,http://ask.globecancer.com/q-668.html
1477,tas102需要检测基因吗？耐药后怎么办？肺癌患者可以用吗,http://ask.globecancer.com/q-624.html
1478,胃癌tas102效果如何？有没有什么副作用？怎么服用？,http://ask.globecancer.com/q-623.html
1479,治疗胃癌的tas102是什么药,http://ask.globecancer.com/q-622.html
1480,胃癌腹膜转移，腹腔灌注化疗是什么？,http://ask.globecancer.com/q-840.html
1481,早期胃癌日本医院怎么治疗,http://ask.globecancer.com/q-834.html
1482,求助日本治疗胃癌有新办法新技术吗,http://ask.globecancer.com/q-833.html
1483,胃癌患者Her-2表达有什么意义？,http://ask.globecancer.com/q-644.html
1484,胃癌腹腔转移怎么治疗,http://ask.globecancer.com/q-837.html
1485,胃癌发生腹膜种植转移是不是晚期了,http://ask.globecancer.com/q-836.html
1486,家人刚诊断胃癌，可能是晚期，不能手术想去日本治疗有意义吗,http://ask.globecancer.com/q-835.html
1487,日本治疗胃癌最好的医院是哪家？,http://ask.globecancer.com/q-829.html
1488,美国治疗胃癌和日本治疗胃癌哪个更好？,http://ask.globecancer.com/q-823.html
1489,胃癌患者Her-2表达有什么意义？,http://ask.globecancer.com/q-644.html
1490,2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！,http://ask.globecancer.com/article-15593.html
1491,2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！,http://ask.globecancer.com/article-15591.html
1492,2020年五大抗癌新药即将上市，您别错过！,http://ask.globecancer.com/article-15643.html
1493,首位中国患者入组！Optune+化疗进军中国胃癌的一线治疗​！,http://ask.globecancer.com/article-15665.html
1494,AB-106能治疗哪些癌症？,http://ask.globecancer.com/q-1941.html
1495,声门癌中分化磷癌,http://ask.globecancer.com/q-1606.html
1496,如果我对派姆单抗耐药了，该怎么办,http://ask.globecancer.com/q-1534.html
1497,派姆单抗要如何用药,http://ask.globecancer.com/q-1533.html
1498,纳武单抗有赠药方案吗,http://ask.globecancer.com/q-1532.html
1499,纳武单抗在国内上市了吗?进入医保了吗?,http://ask.globecancer.com/q-1531.html
1500,纳武单抗的价格如何,http://ask.globecancer.com/q-1530.html
1501,如果我对纳武单抗耐药了，该怎么办,http://ask.globecancer.com/q-1529.html
1502,纳武单抗要如何用药,http://ask.globecancer.com/q-1528.html
1503,帕博利珠单抗(K药)的副作用有哪些,http://ask.globecancer.com/q-1527.html
1504,纳武利尤单(O药)抗副作用有哪些,http://ask.globecancer.com/q-1526.html
1505,派姆单抗适合哪些胃癌患者?可以作为几线药物使用,http://ask.globecancer.com/q-1525.html
1506,进行免疫检查点抑制剂治疗前需要做什么检测？,http://ask.globecancer.com/q-1514.html
1507,目前FDA批准用于治疗胃癌的免疫检查点抑制剂药物有哪些？,http://ask.globecancer.com/q-1513.html
1508,可以应用于免疫检查点抑制剂的靶点有哪些？,http://ask.globecancer.com/q-1512.html
1509,进行免疫检查点抑制剂治疗前需要做什么检测？,http://ask.globecancer.com/q-1514.html
1510,目前FDA批准用于治疗胃癌的免疫检查点抑制剂药物有哪些？,http://ask.globecancer.com/q-1513.html
1511,可以应用于免疫检查点抑制剂的靶点有哪些？,http://ask.globecancer.com/q-1512.html
1512,免疫检查点抑制剂是怎样在抗肿瘤的过程中发挥作用的？,http://ask.globecancer.com/q-1511.html
1513,我应该如何判断自己适合哪种药物？,http://ask.globecancer.com/q-1488.html
1514,当前临床上获批的胃癌靶向治疗药物有哪些？,http://ask.globecancer.com/q-1487.html
1515,国内最新的胃癌临床试验有哪些？,http://ask.globecancer.com/q-1486.html
1516,进行免疫检查点抑制剂治疗前需要做什么检测？,http://ask.globecancer.com/q-1514.html
1517,目前FDA批准用于治疗胃癌的免疫检查点抑制剂药物有哪些？,http://ask.globecancer.com/q-1513.html
1518,可以应用于免疫检查点抑制剂的靶点有哪些？,http://ask.globecancer.com/q-1512.html
1519,免疫检查点抑制剂是怎样在抗肿瘤的过程中发挥作用的？,http://ask.globecancer.com/q-1511.html
1520,什么时候用免疫治疗最好？,http://ask.globecancer.com/q-1510.html
1521,"使用PD-1抑制剂治疗时，

发生严重不良发应该如何处理？",http://ask.globecancer.com/q-1509.html
1522,使用PD-1抑制剂治疗胃癌有哪些不良反应？,http://ask.globecancer.com/q-1508.html
1523,"胃癌PD-1抑制剂治疗目前作为几线治疗方案？

适合哪些患者？",http://ask.globecancer.com/q-1507.html
1524,目前已经获批用于治疗胃癌的PD-1抑制剂有哪些？,http://ask.globecancer.com/q-1506.html
1525,使用PD-1抑制剂治疗胃癌要持续多久、什么时候可以停药？,http://ask.globecancer.com/q-1505.html
1526,PD-1抑制剂能根治胃癌吗？,http://ask.globecancer.com/q-1504.html
1527,什么是免疫检查点抑制剂药物？,http://ask.globecancer.com/q-1503.html
1528,如果我对派姆单抗耐药了，该怎么办,http://ask.globecancer.com/q-1534.html
1529,派姆单抗要如何用药,http://ask.globecancer.com/q-1533.html
1530,帕博利珠单抗(K药)的副作用有哪些,http://ask.globecancer.com/q-1527.html
1531,纳武单抗有赠药方案吗,http://ask.globecancer.com/q-1532.html
1532,纳武单抗在国内上市了吗?进入医保了吗?,http://ask.globecancer.com/q-1531.html
1533,纳武单抗的价格如何,http://ask.globecancer.com/q-1530.html
1534,如果我对纳武单抗耐药了，该怎么办,http://ask.globecancer.com/q-1529.html
1535,纳武单抗要如何用药,http://ask.globecancer.com/q-1528.html
1536,克唑替尼对ALK阳性的晚期非小细胞肺癌有效果吗？,http://ask.globecancer.com/q-1624.html
1537,AB011注射液能治疗哪些癌症？,http://ask.globecancer.com/q-1932.html
1538,CAR-NK细胞治疗相比CAR-T细胞治疗的优势,http://ask.globecancer.com/q-1579.html
1539,NK细胞回输是自体的细胞还是？,http://ask.globecancer.com/q-1578.html
1540,NK疗法适合哪些患者,http://ask.globecancer.com/q-1577.html
1541,NK细胞疗法有什么优势吗？,http://ask.globecancer.com/q-1576.html
1542,NK细胞是什么,http://ask.globecancer.com/q-1575.html
1543,树突细胞疫苗在胶质母细胞瘤的临床数据有吗？,http://ask.globecancer.com/q-1573.html
1544,有哪些癌症树突细胞疫苗获得批准？,http://ask.globecancer.com/q-1572.html
1545,树突细胞疫苗临床试验有吗？,http://ask.globecancer.com/q-1570.html
1546,树突细胞疫苗如何杀伤癌细胞,http://ask.globecancer.com/q-1571.html
1547,TILs疗法的案例有吗？,http://ask.globecancer.com/q-1569.html
1548,TILs疗法的治疗流程,http://ask.globecancer.com/q-1568.html
1549,肿瘤TILs疗法与其他细胞免疫有什么不同,http://ask.globecancer.com/q-1567.html
1550,肿瘤TILs疗法的研发历史,http://ask.globecancer.com/q-1566.html
1551,TIL疗法对于宫颈癌的生存期有临床数据吗？,http://ask.globecancer.com/q-1565.html
1552,TIL疗法对于黑色素瘤患者的生存期有临床数据吗？,http://ask.globecancer.com/q-1564.html
1553,中国哪里可以cart治疗?,http://ask.globecancer.com/q-1424.html
1554,史上最全的关于自体免疫细胞治疗肿瘤技术科普问答,http://ask.globecancer.com/article-14948.html
1555,攻破实体瘤不是梦！中国CAR-T疗法临床招募实体肿瘤啦！,http://ask.globecancer.com/article-15613.html
1556,不可思议，肺腺癌患者吃了这种靶向药居然变成了小细胞肺癌！,http://ask.globecancer.com/article-15684.html
1557,"小细胞肺癌免疫疗法,小细胞肺癌免疫治疗药物Atezolizumab(阿替利珠单抗、Tecentriq",http://ask.globecancer.com/article-15651.html
1558,小细胞肺癌化疗二线治疗新药Lurbinectedin(芦比替定、鲁贝替定)有望获批,http://ask.globecancer.com/article-15347.html
1559,刚刚！小细胞肺癌国内首款免疫疗法阿替利珠单抗上市！小细胞肺癌药物阿替利珠单抗说明书/小细胞肺癌药物阿,http://ask.globecancer.com/article-15638.html
1560,小细胞肺癌新药鲁比卡丁Lurbinectin获FDA优先审批，上市在即！小细胞肺癌新药鲁比卡丁适应症,http://ask.globecancer.com/article-15640.html
1561,小细胞肺癌免疫治疗——阿斯利康PD-L1肿瘤免疫疗法Imfinzi（德鲁单抗）,http://ask.globecancer.com/article-14942.html
1562,刚刚！小细胞肺癌国内首款免疫疗法阿替利珠单抗上市！,http://ask.globecancer.com/article-15622.html
1563,小细胞肺癌一年了，现在复发了该怎么办？,http://ask.globecancer.com/q-665.html
1564,小细胞肺癌可以用pd1治疗吗？效果好吗？,http://ask.globecancer.com/q-299.html
1565,小细胞肺癌可以用质子治疗吗？,http://ask.globecancer.com/q-298.html
1566,小细胞肺癌可以用免疫细胞治疗吗？效果如何？,http://ask.globecancer.com/q-297.html
1567,美国治疗小细胞肺癌最好的医院是哪个？,http://ask.globecancer.com/q-296.html
1568,小细胞肺癌有什么免疫治疗技术？,http://ask.globecancer.com/q-295.html
1569,小细胞肺癌可以做基因检测吗？,http://ask.globecancer.com/q-294.html
1570,能推荐国内好的小细胞肺癌专家吗？,http://ask.globecancer.com/q-293.html
1571,"一文总览|肿瘤的过继细胞治疗研究进展（TIL,TCR,CAR-T,NK)",http://ask.globecancer.com/article-15663.html
1572,2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！,http://ask.globecancer.com/article-15661.html
1573,CTC和其他肿瘤诊断技术比较,http://ask.globecancer.com/q-1524.html
1574,肿瘤捕手CTC在原发性肝癌检出率是多少？有无发表文章？,http://ask.globecancer.com/q-1523.html
1575,是否某些非癌疾病外周血中也能检出CTC，具体是哪些疾病呢？,http://ask.globecancer.com/q-1522.html
1576,肿瘤捕手CTC不能检测哪几种恶性肿瘤？,http://ask.globecancer.com/q-1521.html
1577,肿瘤捕手 CTC可以检测哪几种恶性肿瘤,http://ask.globecancer.com/q-1520.html
1578,肿瘤捕手 CTC与哪些医院有临床合作 ？,http://ask.globecancer.com/q-1519.html
1579,肿瘤捕手CTC核心技术是什么？,http://ask.globecancer.com/q-1518.html
1580,恩曲替尼治疗非小细胞肺癌脑转移效果好吗？,http://ask.globecancer.com/q-1646.html
1581,膀胱灌注化疗期间，吃不下饭怎么办？,http://ask.globecancer.com/q-1174.html
1582,膀胱癌手术后需要吃什么能快速恢复？,http://ask.globecancer.com/q-1165.html
1583,肾癌术后营养注意？,http://ask.globecancer.com/q-1149.html
1584,化疗白细胞低要吃什么好？,http://ask.globecancer.com/q-1148.html
1585,吃靶向药起皮疹，吃点什么好？,http://ask.globecancer.com/q-1119.html
1586,肾癌术后需要注意哪些营养恢复的快？,http://ask.globecancer.com/q-729.html
1587,肾癌化疗期间的饮食应注意哪些？,http://ask.globecancer.com/q-651.html
1588,减小副作用+提高免疫力+增强抗肿瘤效果！癌症专用益生菌口服即可,http://ask.globecancer.com/article-15482.html
1589,补品能不能吃？美国癌症研究院公布了90%的患者都关心的问题！,http://ask.globecancer.com/article-15481.html
1590,患癌后吃素更好？补品能不能吃？美国癌症研究院公布了90%的患者都关心的问题！,http://ask.globecancer.com/article-15462.html
1591,肿瘤患者营养不良会有并发症吗,http://ask.globecancer.com/q-166.html
1592,癌症晚期打营养针有用吗,http://ask.globecancer.com/q-165.html
1593,胰腺癌的支持治疗有哪些？,http://ask.globecancer.com/article-15212.html
1594,每月要上万元的抗癌药，免疫治疗药物（PD-1）到底获益有多大？,http://ask.globecancer.com/article-15464.html
1595,脑胶质瘤的诊疗方案2019（1）,http://ask.globecancer.com/article-15473.html
1596,年终盘点！2019卵巢癌治疗重大进展！最新靶向药已经纳入医保,http://ask.globecancer.com/article-15472.html
1597,降低70%卵巢癌复发风险！一线维持治疗新药刚刚在中国获批！,http://ask.globecancer.com/article-15459.html
1598,谁说食管癌没有靶向药！2019靶向免疫治疗方案盘点,http://ask.globecancer.com/article-15460.html
1599,打破10年魔咒！肝癌一线治疗再出新组合，总生存期大大延长！,http://ask.globecancer.com/article-15461.html
1600,患癌后吃素更好？补品能不能吃？美国癌症研究院公布了90%的患者都关心的问题！,http://ask.globecancer.com/article-15462.html
1601,喜讯！终结无药悲剧！小细胞肺癌患者将迎来免疫治疗新药！,http://ask.globecancer.com/article-15463.html
1602,喜讯！又一国产免疫抑制上市！客观缓解率65%,http://ask.globecancer.com/article-15470.html
1603,美国癌症协会年终重磅盘点：2019上市的抗癌药物信息汇总！,http://ask.globecancer.com/article-15455.html
1604,减小副作用+提高免疫力+增强抗肿瘤效果！癌症专用益生菌口服即可,http://ask.globecancer.com/article-15482.html
1605,补品能不能吃？美国癌症研究院公布了90%的患者都关心的问题！,http://ask.globecancer.com/article-15481.html
1606,患癌后吃素更好？补品能不能吃？美国癌症研究院公布了90%的患者都关心的问题！,http://ask.globecancer.com/article-15462.html
1607,关于肺癌的靶向治疗,http://ask.globecancer.com/q-1605.html
1608,如果我对派姆单抗耐药了，该怎么办,http://ask.globecancer.com/q-1534.html
1609,派姆单抗要如何用药,http://ask.globecancer.com/q-1533.html
1610,纳武单抗有赠药方案吗,http://ask.globecancer.com/q-1532.html
1611,纳武单抗在国内上市了吗?进入医保了吗?,http://ask.globecancer.com/q-1531.html
1612,纳武单抗的价格如何,http://ask.globecancer.com/q-1530.html
1613,如果我对纳武单抗耐药了，该怎么办,http://ask.globecancer.com/q-1529.html
1614,纳武单抗要如何用药,http://ask.globecancer.com/q-1528.html
1615,帕博利珠单抗(K药)的副作用有哪些,http://ask.globecancer.com/q-1527.html
1616,纳武利尤单(O药)抗副作用有哪些,http://ask.globecancer.com/q-1526.html
1617,派姆单抗适合哪些胃癌患者?可以作为几线药物使用,http://ask.globecancer.com/q-1525.html
1618,国内治疗胰腺癌哪家医院好,http://ask.globecancer.com/q-1112.html
1619,国内治疗胰腺癌的医院和专家,http://ask.globecancer.com/q-1166.html
1620,挑战“癌王”！晚期转移性胰腺癌将迎来新药,http://ask.globecancer.com/article-15465.html
1621,胰腺癌肝转移黄疸严重，怎么治疗好？,http://ask.globecancer.com/q-115.html
1622,胰腺癌晚期肝转移吃什么好,http://ask.globecancer.com/q-934.html
1623,胰腺癌晚期怎么治疗好,http://ask.globecancer.com/q-1161.html
1624,胰腺癌终遇劲敌！电场疗法联合化疗，生存期翻倍！,http://ask.globecancer.com/article-15457.html
1625,胰腺癌术后需要做放疗吗,http://ask.globecancer.com/q-1100.html
1626,胰腺癌放疗效果怎么样,http://ask.globecancer.com/q-1164.html
1627,胰腺癌最好的治疗方法,http://ask.globecancer.com/q-1168.html
1628,我父亲胰腺癌手术后，目前正在化疗，还有其他方法吗？可以预防复发,http://ask.globecancer.com/q-103.html
1629,胰腺癌化疗好还是手术好,http://ask.globecancer.com/q-692.html
1630,胰腺癌中期化疗效果怎么样,http://ask.globecancer.com/q-1077.html
1631,胰腺癌术后必须做化疗吗,http://ask.globecancer.com/q-1095.html
1632,胰腺癌术后需要化疗吗,http://ask.globecancer.com/q-1121.html
1633,胰腺癌最好的治疗方法,http://ask.globecancer.com/q-1168.html
1634,胰腺癌终遇劲敌！电场疗法联合化疗，生存期翻倍！,http://ask.globecancer.com/article-15457.html
1635,挑战“癌王”！晚期转移性胰腺癌将迎来新药,http://ask.globecancer.com/article-15465.html
1636,PARP抑制剂奥拉帕尼治疗胰腺癌时该怎么用?,http://ask.globecancer.com/q-1422.html
1637,拉罗替尼耐药怎么办,http://ask.globecancer.com/q-621.html
1638,胃癌可以用拉罗替尼吗,http://ask.globecancer.com/q-610.html
1639,拉罗替尼效果如何,http://ask.globecancer.com/q-609.html
1640,纵膈手术一个月后仍然有痛感,http://ask.globecancer.com/q-19.html
1641,我父亲胰腺癌手术后，目前正在化疗，还有其他方法吗？可以预防复发,http://ask.globecancer.com/q-103.html
1642,胰腺癌三期需要手术吗?,http://ask.globecancer.com/q-226.html
1643,胰腺癌腹部肿大是怎么回事,http://ask.globecancer.com/q-229.html
1644,我父亲得了胰腺癌，而且是晚期有救吗？,http://ask.globecancer.com/q-222.html
1645,胰腺癌晚期已经扩散了还能活多久,http://ask.globecancer.com/q-227.html
1646,胰腺癌化疗好还是手术好,http://ask.globecancer.com/q-692.html
1647,胰腺癌中期，手术效果怎么样,http://ask.globecancer.com/q-1080.html
1648,胰腺癌术后必须做化疗吗,http://ask.globecancer.com/q-1095.html
1649,胰腺癌术后,http://ask.globecancer.com/q-1097.html
1650,胰腺癌术后需要做放疗吗,http://ask.globecancer.com/q-1100.html
1651,胰腺癌可以手术吗,http://ask.globecancer.com/q-1108.html
1652,胰腺癌术后需要化疗吗,http://ask.globecancer.com/q-1121.html
