C:\anaconda3\envs\py37\python.exe "E:/Python projects/spider/kang_ai_bang/dandu_zhuaqu.py"
软组织肉瘤免疫细胞治疗
问题: 关于实体肿瘤TILs疗法的最新研究进展盘点！ 问题链接: http://ask.globecancer.com/article-15497.html
软组织肉瘤癌症疫苗
软组织肉瘤康复治疗
软组织肉瘤营养饮食
软组织肉瘤新药临床试验
软组织肉瘤复发转移
软组织肉瘤预防复发
问题: 有没有婴儿型纤维肉瘤加微15848130116大家互相探讨下 问题链接: http://ask.globecancer.com/q-1588.html
问题: 癌症为什么会复发？癌症复发以后怎么办？ 问题链接: http://ask.globecancer.com/article-15491.html
软组织肉瘤姑息治疗
软组织肉瘤止痛治疗
软组织肉瘤五年生存率
乳腺癌
问题: 美国已上市的各类癌症药物更新汇总（2020版！） 问题链接: http://ask.globecancer.com/article-15644.html
问题: 乳腺癌新药图卡替尼获FDA优先审批！上市在即！ 问题链接: http://ask.globecancer.com/article-15637.html
问题: 2020年，乳腺癌有哪些新药可用？ 问题链接: http://ask.globecancer.com/article-15617.html
问题: 乳腺癌不能手术，想用靶向药，有推荐的吗？ 问题链接: http://ask.globecancer.com/q-1366.html
问题: 1月份确诊乳腺导管浸润性腺癌，目前情况稳定 问题链接: http://ask.globecancer.com/q-648.html
问题: 乳腺癌手术后怎么办？ 问题链接: http://ask.globecancer.com/q-701.html
问题: 乳腺癌目前最好的药物是什么？ 问题链接: http://ask.globecancer.com/q-709.html
问题: 乳腺癌手术后拆线延期几天可以吗？ 问题链接: http://ask.globecancer.com/q-768.html
问题: 乳腺癌的病人可以吃蜂胶吗？ 问题链接: http://ask.globecancer.com/q-788.html
问题: 日本治疗甲状腺癌 问题链接: http://ask.globecancer.com/q-1237.html
问题: 日本做甲状腺癌的筛查 问题链接: http://ask.globecancer.com/q-1238.html
问题: 乳腺癌遗传吗 问题链接: http://ask.globecancer.com/q-816.html
问题: 我妈妈今年54岁,5年前检查出是乳腺癌,手术后一直很健康,今年年底感觉身上的关节很疼,无法入睡 问题链接: http://ask.globecancer.com/q-1155.html
问题: 我是恶性的乳腺癌，切除后七八天 问题链接: http://ask.globecancer.com/q-1153.html
问题: 乳腺癌晚期能活多久，要怎么护理？ 问题链接: http://ask.globecancer.com/q-1152.html
乳腺癌手术
问题: “靶向+化疗”强强联手，抗癌药DS-8201为HER2阳性晚期乳腺癌带来新希望！ 问题链接: http://ask.globecancer.com/article-15605.html
问题: 乳腺癌不能做手术了，细胞免疫回输有用吗？ 问题链接: http://ask.globecancer.com/q-1398.html
问题: 我媳妇是乳腺癌，比较害怕，不想做化疗。 问题链接: http://ask.globecancer.com/q-1382.html
问题: 乳腺癌刚刚做完手术，大家有推荐的营养品吗？ 问题链接: http://ask.globecancer.com/q-1378.html
问题: 乳腺癌哪个专家手术比较好？ 问题链接: http://ask.globecancer.com/q-1373.html
问题: 乳腺癌可以治疗好吗？ 问题链接: http://ask.globecancer.com/q-647.html
问题: 1月份确诊乳腺导管浸润性腺癌，目前情况稳定 问题链接: http://ask.globecancer.com/q-648.html
问题: 乳腺癌手术后需要做什么治疗？ 问题链接: http://ask.globecancer.com/q-700.html
问题: 乳腺癌手术后怎么办？ 问题链接: http://ask.globecancer.com/q-701.html
问题: 乳腺癌手术后拆线延期几天可以吗？ 问题链接: http://ask.globecancer.com/q-768.html
问题: 乳腺癌术后的饮食有什么需要注意的？ 问题链接: http://ask.globecancer.com/q-784.html
问题: 乳腺癌术后需要做化疗吗？ 问题链接: http://ask.globecancer.com/q-787.html
问题: 日本治疗甲状腺癌 问题链接: http://ask.globecancer.com/q-1237.html
问题: 乳腺癌手术危险吗 问题链接: http://ask.globecancer.com/q-815.html
问题: 我妈妈今年54岁,5年前检查出是乳腺癌,手术后一直很健康,今年年底感觉身上的关节很疼,无法入睡 问题链接: http://ask.globecancer.com/q-1155.html
乳腺癌中医治疗
问题: 乳腺癌三阴的可以治疗好吗？ 问题链接: http://ask.globecancer.com/q-708.html
问题: 乳腺癌可以通过中医治疗吗 问题链接: http://ask.globecancer.com/q-813.html
问题: 中医能预防或治疗甲状腺癌吗 问题链接: http://ask.globecancer.com/q-1236.html
NTRK融合突变
问题: 什么是NTRK基因？ 问题链接: http://ask.globecancer.com/q-1634.html
融合基因
问题: ROS1基因突变的类型对治疗有何意义？ 问题链接: http://ask.globecancer.com/q-1655.html
瑞波替尼
问题: 如果ALK/ROS1/NTRK基因检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-2084.html
问题: 瑞波替尼在中国上市了吗？在哪里可以买到？ 问题链接: http://ask.globecancer.com/q-2083.html
问题: 国内有瑞波替尼同类药物或者仿制药物吗？ 问题链接: http://ask.globecancer.com/q-1726.html
问题: 为什么说瑞波替尼对抗耐药更有优势？ 问题链接: http://ask.globecancer.com/q-1725.html
问题: 瑞波替尼有什么副作用？ 问题链接: http://ask.globecancer.com/q-1724.html
问题: 国内患者怎样报名参加瑞波替尼的临床试验？ 问题链接: http://ask.globecancer.com/q-1723.html
问题: 国内瑞波替尼临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-1722.html
问题: 国内有免费的瑞波替尼临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-1721.html
问题: 使用瑞波替尼需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1720.html
问题: 瑞波替尼是针对哪种基因突变的？ 问题链接: http://ask.globecancer.com/q-1719.html
问题: 瑞波替尼在中国上市了吗？在哪里可以买到 问题链接: http://ask.globecancer.com/q-1718.html
问题: 瑞波替尼有国产药吗？ 问题链接: http://ask.globecancer.com/q-1717.html
问题: 瑞波替尼多少钱？是否可以社保报销？ 问题链接: http://ask.globecancer.com/q-1716.html
问题: 早期和晚期癌症都能使用瑞波替尼吗？ 问题链接: http://ask.globecancer.com/q-1715.html
问题: 瑞波替尼的治疗效果和治疗数据怎么样？ 问题链接: http://ask.globecancer.com/q-1714.html
NTRK融合基因
问题: ROS1基因突变的类型对治疗有何意义？ 问题链接: http://ask.globecancer.com/q-1655.html
瑞波替尼临床试验
问题: 国内患者怎样报名参加瑞波替尼的临床试验？ 问题链接: http://ask.globecancer.com/q-1723.html
瑞波替尼副作用
问题: 瑞波替尼有什么副作用？ 问题链接: http://ask.globecancer.com/q-1724.html
溶瘤病毒
问题: 溶瘤病毒制剂T601是用病毒制成的抗肿瘤药吗？ 问题链接: http://ask.globecancer.com/q-2076.html
问题: 溶瘤病毒T601是一种什么药？ 问题链接: http://ask.globecancer.com/q-2075.html
问题: 什么是溶瘤病毒？ 问题链接: http://ask.globecancer.com/q-2073.html
外科手术
问题: 膀胱癌做手术最好的医院？ 问题链接: http://ask.globecancer.com/q-1163.html
问题: 腹股沟淋巴结肿大能做手术吗？ 问题链接: http://ask.globecancer.com/q-1160.html
问题: 肾癌术后过多久？ 问题链接: http://ask.globecancer.com/q-1151.html
问题: 膀胱癌手术后复发还能继续做手术吗？ 问题链接: http://ask.globecancer.com/q-732.html
问题: 膀胱癌已经做过两次手术了，如果再复发还能继续做手术吗？ 问题链接: http://ask.globecancer.com/q-731.html
问题: 胰腺癌晚期怎么治疗 问题链接: http://ask.globecancer.com/q-683.html
问题: 肺癌手术以后应该注意什么？ 问题链接: http://ask.globecancer.com/q-281.html
问题: 有关肾癌后的注意问题？ 问题链接: http://ask.globecancer.com/q-192.html
问题: 肾癌骨转移还能活多久? 问题链接: http://ask.globecancer.com/q-191.html
问题: 肾癌晚期血尿不止，该如何治疗 问题链接: http://ask.globecancer.com/q-189.html
问题: 肾癌手术后要注意什么？肾癌手术后还复查吗？ 问题链接: http://ask.globecancer.com/q-188.html
问题: 肾癌转移了该怎么办? 问题链接: http://ask.globecancer.com/q-187.html
问题: 一个月前我老爸得了,摘除了一个左肾 问题链接: http://ask.globecancer.com/q-186.html
问题: 2009年9月查体发现右肾肿瘤，肿瘤有250px大小 问题链接: http://ask.globecancer.com/q-184.html
问题: 乳腺癌复查结果 问题链接: http://ask.globecancer.com/q-170.html
树突细胞
问题: 树突细胞疫苗在胶质母细胞瘤的临床数据有吗？ 问题链接: http://ask.globecancer.com/q-1573.html
问题: 有哪些癌症树突细胞疫苗获得批准？ 问题链接: http://ask.globecancer.com/q-1572.html
问题: 树突细胞疫苗临床试验有吗？ 问题链接: http://ask.globecancer.com/q-1570.html
问题: 2011年确诊IV期肺癌，跨过8年，我是这样赢得胜利的 问题链接: http://ask.globecancer.com/article-14937.html
问题: 了解一下什么是细胞免疫治疗 问题链接: http://ask.globecancer.com/article-15572.html
问题: 火速收藏！适用所有癌症类型的免疫疗法，你必须了解的十件事 问题链接: http://ask.globecancer.com/article-14934.html
问题: 美国最新细胞免疫治疗临床试验中国区招募患者，针对所有实体瘤 问题链接: http://ask.globecancer.com/article-14949.html
问题: 人体内的这类免疫细胞竟能制成挽救生命的癌症疫苗 问题链接: http://ask.globecancer.com/article-14963.html
问题: 终于被证实！生存期延长13.4个月！新型树突细胞免疫疗法横空出世 问题链接: http://ask.globecancer.com/article-15043.html
问题: 抗癌八年，食管癌晚期转移灶全消失，免疫治疗带来逆转奇迹 问题链接: http://ask.globecancer.com/article-15067.html
问题: 2011年确诊IV期肺癌，跨过8年，我是这样赢得胜利的 问题链接: http://ask.globecancer.com/article-15070.html
问题: 晚期胃癌病灶全部清除，免疫治疗功不可没 问题链接: http://ask.globecancer.com/article-15082.html
食道癌专家
食道癌复发转移
索拉菲尼
三阴乳腺癌
问题: 三阴乳腺癌怎么预防复发 问题链接: http://ask.globecancer.com/q-1392.html
问题: 乳腺癌三阴的可以治疗好吗？ 问题链接: http://ask.globecancer.com/q-708.html
问题: 三阴乳腺癌复发怎么办 问题链接: http://ask.globecancer.com/q-805.html
问题: 三阴乳腺癌可以免疫治疗吗 问题链接: http://ask.globecancer.com/q-806.html
问题: 三阴乳腺癌能吃靶向药吗 问题链接: http://ask.globecancer.com/q-807.html
问题: 三阴乳腺癌预后好吗 问题链接: http://ask.globecancer.com/q-808.html
问题: 三阴乳腺癌能做针灸吗 问题链接: http://ask.globecancer.com/q-809.html
术后放疗
顺铂
肾癌
肾癌专家
舒尼替尼
肾癌复发转移
肾母细胞瘤
神经母细胞瘤
髓母细胞肿瘤
食道癌化疗
问题: 我外婆72岁 食道癌晚期 化疗3个疗程了 目前白细胞低怎么办？ 问题链接: http://ask.globecancer.com/q-714.html
问题: 谁说食管癌没有靶向药！2019靶向免疫治疗方案盘点 问题链接: http://ask.globecancer.com/article-15460.html
食道癌放疗
问题: 食道上段鳞癌，化疗5个疗程 问题链接: http://ask.globecancer.com/q-656.html
食道癌Opdivo
食道癌keytruda
食道癌阿帕替尼
食道癌安罗替尼
食道癌埃克替尼
食道癌尼妥珠单抗
食道癌拉罗替尼
问题: 长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布/拉罗替尼最新效果数据 问题链接: http://ask.globecancer.com/article-15648.html
食道癌根治性手术
食道癌质子治疗
食道癌拓姆刀
食道癌靶向药物
问题: 食道癌能不能用靶向药治疗？ 问题链接: http://ask.globecancer.com/q-868.html
食道癌PD1/PDL1
食道癌药物
食道癌副作用处理
食道癌基因检测
问题: 食道癌患者需要做基因检测吗？ 问题链接: http://ask.globecancer.com/q-871.html
问题: 我爸食道癌术后 多发性转移 有转移到淋巴结的 医生说可以做基因检测 用靶向药 想问下 这个效果怎么样 问题链接: http://ask.globecancer.com/q-718.html
食道癌免疫细胞治疗
食道癌癌症疫苗
食道癌康复治疗
问题: 当地医生说需要放疗，请教哪个医院放疗技术最好？ 问题链接: http://ask.globecancer.com/q-820.html
问题: 医生建议放疗，我们可不可以做质子？ 问题链接: http://ask.globecancer.com/q-770.html
问题: 如果不能手术只能放化疗吗？ 问题链接: http://ask.globecancer.com/q-659.html
问题: 医生说是食道癌。请问是食道癌吗，晚期了，该怎么治疗？ 问题链接: http://ask.globecancer.com/q-662.html
食道癌营养饮食
问题: 还有就是嘴巴里起泡 吃不了东西 化疗就能下去 化疗结束几天就复发 怎么办 问题链接: http://ask.globecancer.com/q-715.html
问题: 目前针对食道癌的靶向药有什么？ 问题链接: http://ask.globecancer.com/q-720.html
问题: 食道癌只能吃流食，最近几天总是反酸，呕吐粘液，因胃里没有什么食物，请问反酸呕吐是这个病的反应吗？ 问题链接: http://ask.globecancer.com/q-658.html
问题: 想知道患有食道癌的病人能吃什么？ 问题链接: http://ask.globecancer.com/q-657.html
食道癌新药临床试验
问题: 食道癌患者什么时候参加临床实验比较合适？ 问题链接: http://ask.globecancer.com/q-1003.html
问题: 北京大学肿瘤医院有没有食道癌新药临床试验？ 问题链接: http://ask.globecancer.com/q-1002.html
问题: 我爸食道癌术后-淋巴结转移，现在离出院40天了，入组参加了PD-1免疫治疗试验，这样治疗方案好吗？ 问题链接: http://ask.globecancer.com/q-717.html
食道癌预防复发
问题: 北京哪个医院做食道癌手术比较专业 问题链接: http://ask.globecancer.com/q-972.html
问题: 还有就是嘴巴里起泡 吃不了东西 化疗就能下去 化疗结束几天就复发 怎么办 问题链接: http://ask.globecancer.com/q-715.html
问题: 目前针对食道癌的靶向药有什么？ 问题链接: http://ask.globecancer.com/q-720.html
问题: 食管黏膜粗糙，活检说不典型增生需要做免疫组化，请问，不典型增生就是癌前病变良性为什么还要做免疫组化 问题链接: http://ask.globecancer.com/q-661.html
问题: 医生说是食道癌。请问是食道癌吗，晚期了，该怎么治疗？ 问题链接: http://ask.globecancer.com/q-662.html
食道癌五年生存率
问题: 手术能治愈食道癌吗？ 问题链接: http://ask.globecancer.com/q-974.html
问题: 食管癌的五年生存率是多少？早期和晚期呢 问题链接: http://ask.globecancer.com/q-920.html
问题: 如果做基因检测费用大概多少？ 问题链接: http://ask.globecancer.com/q-719.html
问题: 食管黏膜粗糙，活检说不典型增生需要做免疫组化，请问，不典型增生就是癌前病变良性为什么还要做免疫组化 问题链接: http://ask.globecancer.com/q-661.html
问题: 食道癌发现速度快吗？我爸爸是1.22号查出食道癌，因为过年，医院不给手术，那会检查是没有扩散，可以手 问题链接: http://ask.globecancer.com/q-660.html
问题: 目前国内治疗食道癌最好的医院和专家求推荐！ 问题链接: http://ask.globecancer.com/q-652.html
肾癌舒尼替尼
肾癌索拉菲尼 肾癌帕唑帕尼
肾癌Inlyta拉罗替尼
问题: 广谱靶向药拉罗替尼Loxo-101获批上市，对抗17种癌症(NTRK融合) 问题链接: http://ask.globecancer.com/article-15490.html
肾癌Opdivo
问题: 八大PD-1/PD-L1已上市！这份详尽的用药指南快收藏！ 问题链接: http://ask.globecancer.com/article-15625.html
肾癌Keytruda
肾癌根治性手术
肾癌化疗
肾癌靶向药物
肾癌PD1/PDL1
肾癌药物
肾癌副作用处理
肾癌基因检测
肾癌免疫细胞治疗
肾癌癌症疫苗
肾癌康复治疗
肾癌营养饮食
肾癌新药临床试验
问题: 2019肾癌治疗靶向药年终盘点！（附药物清单） 问题链接: http://ask.globecancer.com/article-15606.html
肾癌预防复发
问题: 2019肾癌治疗靶向药年终盘点！（附药物清单） 问题链接: http://ask.globecancer.com/article-15606.html
肾癌姑息治疗
肾癌止痛治疗
肾癌五年生存率
问题: 2019肾癌治疗靶向药年终盘点！（附药物清单） 问题链接: http://ask.globecancer.com/article-15606.html
髓母细胞瘤
问题: 质子VS光子：一字之差，对于髓母细胞瘤治疗却有千里之别！质子治疗的优势/质子和光子的区别/质子治疗的 问题链接: http://ask.globecancer.com/article-15668.html
TILs疗法
问题: 疾病控制率80%！新型免疫疗法LN-144为晚期黑色素瘤患者带来春天！什么是TILs疗法/TILs疗 问题链接: http://ask.globecancer.com/article-15671.html
实体瘤
问题: 如果ALK/ROS1/NTRK基因检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-2084.html
问题: 瑞波替尼在中国上市了吗？在哪里可以买到？ 问题链接: http://ask.globecancer.com/q-2083.html
问题: 国内患者怎样报名参加溶瘤病毒T601的临床试验？ 问题链接: http://ask.globecancer.com/q-2082.html
问题: 国内溶瘤病毒制剂T601临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-2081.html
问题: 国内有免费的溶瘤病毒制剂T601临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-2080.html
问题: 国内瑞波替尼临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-1722.html
问题: 瑞波替尼是针对哪种基因突变的？ 问题链接: http://ask.globecancer.com/q-1719.html
问题: 拉罗替尼的治疗效果和治疗数据怎么样？ 问题链接: http://ask.globecancer.com/q-1679.html
拓姆刀
EGFR突变
替莫唑胺
图卡替尼
问题: 乳腺癌新药图卡替尼获FDA优先审批！上市在即！ 问题链接: http://ask.globecancer.com/article-15637.html
提高免疫力
问题: 避免习惯病毒感染，癌症患者该如何提高免疫力？ 问题链接: http://ask.globecancer.com/article-15621.html
替雷利珠单抗
问题: 国内第六款PD-1替雷利珠单抗价格，赠药方案公布！这些用药信息请收藏 问题链接: http://ask.globecancer.com/article-15659.html
tils细胞疗法
问题: TILs疗法的案例有吗？ 问题链接: http://ask.globecancer.com/q-1569.html
问题: TILs疗法的治疗流程 问题链接: http://ask.globecancer.com/q-1568.html
问题: 肿瘤TILs疗法与其他细胞免疫有什么不同 问题链接: http://ask.globecancer.com/q-1567.html
问题: 肿瘤TILs疗法的研发历史 问题链接: http://ask.globecancer.com/q-1566.html
问题: TIL疗法对于宫颈癌的生存期有临床数据吗？ 问题链接: http://ask.globecancer.com/q-1565.html
问题: TIL疗法对于黑色素瘤患者的生存期有临床数据吗？ 问题链接: http://ask.globecancer.com/q-1564.html
问题: TIL疗法对于非小细胞肺癌患者的生存期临床数据是？ 问题链接: http://ask.globecancer.com/q-1563.html
tils树突细胞
问题: 树突细胞疫苗如何杀伤癌细胞 问题链接: http://ask.globecancer.com/q-1571.html
突变基因
问题: AMG-510治疗结直肠癌效果和临床数据怎么样？ 问题链接: http://ask.globecancer.com/q-2101.html
问题: AMG-510对KRAS突变的非小细胞肺癌的控制率有多高？ 问题链接: http://ask.globecancer.com/q-2100.html
问题: 有AMG-510同类药物或者仿制药物吗？ 问题链接: http://ask.globecancer.com/q-2099.html
问题: AMG-510都有什么不良反应？ 问题链接: http://ask.globecancer.com/q-2098.html
问题: 国内患者怎样报名参加AMG-510的临床试验？ 问题链接: http://ask.globecancer.com/q-2097.html
问题: 国内AMG-510临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-2096.html
问题: 国内有免费的AMG-510临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-2095.html
问题: 如果KRAS突变检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-2094.html
问题: 哪个公司检测KRAS突变更准确？ 问题链接: http://ask.globecancer.com/q-2093.html
问题: 使用AMG-510需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-2092.html
问题: AMG-510是针对哪种基因突变的？ 问题链接: http://ask.globecancer.com/q-2091.html
问题: AMG-510在中国上市了吗？在哪里可以买到？ 问题链接: http://ask.globecancer.com/q-2090.html
问题: AMG-510有国产药吗？ 问题链接: http://ask.globecancer.com/q-2089.html
问题: AMG-510多少钱？是否可以社保报销？ 问题链接: http://ask.globecancer.com/q-2088.html
问题: 早期和晚期癌症都能使用AMG-510吗？ 问题链接: http://ask.globecancer.com/q-2087.html
头颈部肿瘤
问题: 国内有免费的RX-108临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-1999.html
问题: 使用RX-108需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1998.html
头颈部肿瘤靶向药
问题: 国内有免费的RX-108临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-1999.html
问题: 使用RX-108需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1998.html
无法手术患者
问题: 肺癌患者不能手术了该如何治疗 问题链接: http://ask.globecancer.com/article-15486.html
五年生存率
胃腺癌
问题: AB-106能治疗哪些癌症？ 问题链接: http://ask.globecancer.com/q-1941.html
问题: AB011注射液能治疗哪些癌症？ 问题链接: http://ask.globecancer.com/q-1932.html
问题: 如果我对派姆单抗耐药了，该怎么办 问题链接: http://ask.globecancer.com/q-1534.html
问题: 派姆单抗要如何用药 问题链接: http://ask.globecancer.com/q-1533.html
问题: 纳武单抗有赠药方案吗 问题链接: http://ask.globecancer.com/q-1532.html
问题: 纳武单抗在国内上市了吗?进入医保了吗? 问题链接: http://ask.globecancer.com/q-1531.html
问题: 纳武单抗的价格如何 问题链接: http://ask.globecancer.com/q-1530.html
问题: 如果我对纳武单抗耐药了，该怎么办 问题链接: http://ask.globecancer.com/q-1529.html
问题: 纳武单抗要如何用药 问题链接: http://ask.globecancer.com/q-1528.html
问题: 帕博利珠单抗(K药)的副作用有哪些 问题链接: http://ask.globecancer.com/q-1527.html
问题: 纳武利尤单(O药)抗副作用有哪些 问题链接: http://ask.globecancer.com/q-1526.html
问题: 派姆单抗适合哪些胃癌患者?可以作为几线药物使用 问题链接: http://ask.globecancer.com/q-1525.html
问题: 胃腺癌可以用pd1治疗吗？效果好吗 问题链接: http://ask.globecancer.com/q-576.html
问题: 胃腺癌可以用质子治疗吗？ 问题链接: http://ask.globecancer.com/q-575.html
问题: 胃腺癌可以用免疫细胞治疗吗？效果如何？ 问题链接: http://ask.globecancer.com/q-574.html
胃癌专家
问题: 北京最好的胃癌内科专家都有谁？ 问题链接: http://ask.globecancer.com/q-583.html
问题: 国内胃癌治疗最好的医院排名 问题链接: http://ask.globecancer.com/q-582.html
问题: 日本胃癌专家有熟悉的吗？ 问题链接: http://ask.globecancer.com/q-581.html
问题: 想请美国胃癌专家给家人会诊一下，美国哪个医院治疗胃癌水平最好？ 问题链接: http://ask.globecancer.com/q-580.html
问题: 当地医生说妈妈需要放疗，请教哪个医院放疗技术最好 问题链接: http://ask.globecancer.com/q-579.html
问题: 请教国内治疗胃癌最好的内科专家和医院 问题链接: http://ask.globecancer.com/q-578.html
问题: 国内胃癌手术最好的医院和专家求推荐 问题链接: http://ask.globecancer.com/q-577.html
胃癌复发转移
问题: 胃癌复发，淋巴结上又出现两个病灶怎么办 问题链接: http://ask.globecancer.com/q-850.html
问题: 家人胃癌晚期化疗半年后复发了，求下一步治疗方案 问题链接: http://ask.globecancer.com/q-848.html
问题: 胃癌复发怎么办 问题链接: http://ask.globecancer.com/q-846.html
问题: 胃癌复发转移概率有多大 问题链接: http://ask.globecancer.com/q-845.html
问题: 胃癌经常转移的器官是哪些 问题链接: http://ask.globecancer.com/q-844.html
问题: 怎样预防胃癌复发转移呢 问题链接: http://ask.globecancer.com/q-843.html
问题: 请教日本医院对胃癌复发转移有办法吗 问题链接: http://ask.globecancer.com/q-842.html
胃癌术后饮食
胃癌靶向药
问题: 靶向治疗耐药后该怎么办？ 问题链接: http://ask.globecancer.com/q-1473.html
微卫星不稳定
胃癌化疗
问题: 爸爸化疗一个周期了，医生说效果不好，求助专家 问题链接: http://ask.globecancer.com/q-1273.html
问题: 胃癌化疗有没有用啊，网上很多人说化疗会让患者病情恶化更快 问题链接: http://ask.globecancer.com/q-1272.html
问题: 盘点2019| 沈琳：2019年度胃癌治疗盘点：且进步且思考且挑战 问题链接: http://ask.globecancer.com/article-15484.html
胃癌曲妥珠单抗
问题: 曲妥珠单抗可以作为几线药物使用？ 问题链接: http://ask.globecancer.com/q-1491.html
问题: 曲妥珠单抗在国内上市了吗？进入医保了吗？ 问题链接: http://ask.globecancer.com/q-1490.html
问题: 曲妥珠单抗适合什么胃癌患者？ 问题链接: http://ask.globecancer.com/q-590.html
问题: 曲妥珠单抗需要检测什么基因？ 问题链接: http://ask.globecancer.com/q-589.html
问题: 曲妥珠单抗怎么服用？ 问题链接: http://ask.globecancer.com/q-588.html
问题: 曲妥珠单抗耐药怎么办？ 问题链接: http://ask.globecancer.com/q-587.html
问题: 曲妥珠单抗要吃多久呢？ 问题链接: http://ask.globecancer.com/q-586.html
问题: 曲妥珠单抗有什么副作用？ 问题链接: http://ask.globecancer.com/q-585.html
问题: 曲妥珠单抗治疗胃癌效果如何？ 问题链接: http://ask.globecancer.com/q-584.html
胃癌opdivo
问题: 纳武利尤单(O药)抗副作用有哪些 问题链接: http://ask.globecancer.com/q-1526.html
问题: opdivo适合什么胃癌患者？ 问题链接: http://ask.globecancer.com/q-592.html
问题: Opdivo治疗胃癌效果如何？ 问题链接: http://ask.globecancer.com/q-591.html
胃癌Keytruda
问题: keytruda适合什么胃癌患者？ 问题链接: http://ask.globecancer.com/q-597.html
问题: Keytruda治疗胃癌怎么服用？ 问题链接: http://ask.globecancer.com/q-596.html
问题: Keytruda治疗胃癌耐药怎么办？ 问题链接: http://ask.globecancer.com/q-595.html
问题: Keytruda治疗胃癌有什么副作用？ 问题链接: http://ask.globecancer.com/q-594.html
问题: keytruda治疗胃癌效果如何？ 问题链接: http://ask.globecancer.com/q-593.html
胃癌雷莫卢单抗
问题: 靶向治疗期间要做什么检查？ 问题链接: http://ask.globecancer.com/q-1485.html
问题: 靶向治疗药要吃多久、什么时候可以停药？ 问题链接: http://ask.globecancer.com/q-1484.html
问题: 雷莫芦单抗的不良反应有哪些？ 问题链接: http://ask.globecancer.com/q-1483.html
问题: 雷莫芦单抗可以与什么药物联用？效果会有什么提升？ 问题链接: http://ask.globecancer.com/q-1482.html
问题: 雷莫芦单抗可以作为几线药物使用？ 问题链接: http://ask.globecancer.com/q-1481.html
问题: 雷莫芦单抗在国内上市了吗？进入医保了吗？ 问题链接: http://ask.globecancer.com/q-1480.html
问题: 阿帕替尼和雷莫芦单抗的区别是什么？ 问题链接: http://ask.globecancer.com/q-1479.html
问题: 拉罗替尼治疗胃癌效果如何？ 问题链接: http://ask.globecancer.com/q-608.html
问题: 雷莫卢单抗适合什么胃癌患者？ 问题链接: http://ask.globecancer.com/q-603.html
问题: 雷莫卢单抗需要检测什么基因？ 问题链接: http://ask.globecancer.com/q-602.html
问题: 雷莫卢单抗治疗胃癌耐药怎么办？ 问题链接: http://ask.globecancer.com/q-601.html
问题: 雷莫卢单抗要吃多久呢？ 问题链接: http://ask.globecancer.com/q-600.html
问题: 雷莫卢单抗治疗胃癌有什么副作用？ 问题链接: http://ask.globecancer.com/q-599.html
问题: 雷莫卢单抗治疗胃癌效果如何？ 问题链接: http://ask.globecancer.com/q-598.html
胃癌阿帕替尼
问题: 阿帕替尼和雷莫芦单抗的区别是什么？ 问题链接: http://ask.globecancer.com/q-1479.html
问题: 阿帕替尼的不良反应有哪些？ 问题链接: http://ask.globecancer.com/q-1478.html
问题: 阿帕替尼可以与什么药物联用？效果会有什么提升？ 问题链接: http://ask.globecancer.com/q-1477.html
问题: 阿帕替尼可以作为几线药物使用？ 问题链接: http://ask.globecancer.com/q-1476.html
问题: 阿帕替尼在国内上市了吗？进入医保了吗？ 问题链接: http://ask.globecancer.com/q-1475.html
问题: 阿帕替尼耐药怎么办？ 问题链接: http://ask.globecancer.com/q-607.html
问题: 阿帕替尼要吃多久呢？ 问题链接: http://ask.globecancer.com/q-606.html
问题: 阿帕替尼治疗胃癌有什么副作用？ 问题链接: http://ask.globecancer.com/q-605.html
问题: 阿帕替尼治疗胃癌效果如何？ 问题链接: http://ask.globecancer.com/q-604.html
胃癌拉罗替尼
问题: 如果我没有检测出HER2靶点，可以使用什么靶向药物？ 问题链接: http://ask.globecancer.com/q-1474.html
问题: 长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布！ 问题链接: http://ask.globecancer.com/article-15650.html
问题: 长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布！拉罗替尼效果/NTRK靶点 问题链接: http://ask.globecancer.com/article-15664.html
